,Venue,Venue_id,Category,Location.lat,Location.lng
692,Nahwi Car Care,52bf4925498eada038b5640b,Car Wash,43.64301742643359,-79.37766965665584
693,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
694,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
695,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
696,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
697,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
698,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
699,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
700,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
701,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
702,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
703,Esso Touchless Car Wash,52ffa137498e9ccff8cb1526,Car Wash,43.62392584986219,-79.5156655639394
704,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
705,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
706,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
707,OLCO Queensway Carwash,4b5f6524f964a520d8b729e3,Car Wash,43.624258900077564,-79.5109224242214
708,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
709,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
710,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
711,Rambo Car Care,57ded17bcd10fe734c50b69b,Car Wash,43.762402,-79.410942
712,Wilson Car Wash,4ee503af722ea7b945b6db2d,Automotive Shop,43.715880448264286,-79.52642617501108
713,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
714,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
715,SuperWorks Car Wash,4c2b45412219c928df46a448,Car Wash,43.79271683595736,-79.4458280951307
716,Upscale Car Detailing Service,4ffef9438302e63b3273dd76,Car Wash,43.64529724280223,-79.56533874760432
717,Petro-Canada,4d0cee3c257d6dcb5eed9867,Gas Station,43.719201,-79.603167
718,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
719,Canadian Tire Gas+,4c2a82ecbbc7e21eb4613582,Gas Station,43.61664701012986,-79.54554508751781
720,Petro-Canada,4ba115b0f964a520469637e3,Gas Station,43.579394,-79.652447
721,Petro-Canada,4bd9f0c62a3a0f47f7fda8b6,Gas Station,43.563786,-79.636401
722,Petro-Canada,4bc20ef62a89ef3b9121f388,Gas Station,43.690516,-79.574127
723,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
724,Petro-Canada,4d01605e2f03224bc11f60e2,Gas Station,43.627037,-79.631143
725,Sparkle Kleen Car Wash,55a80bdd498ed75377125d41,Car Wash,43.632926,-79.543317
726,Speedy Auto Service,4e56517ba809ca773dfe755e,Automotive Shop,43.63114627999663,-79.54612688068397
727,Popular Car Wash & Detailing - FREE VACUUMS,4e2ad147d22d3f83c887b668,Car Wash,43.619796753,-79.562225342
728,Petro-Canada,4d1e0a25dd6a236aad1b2338,Gas Station,43.63635388508989,-79.47546326286736
729,Petro-Canada,4c6f35e9df6b8cfa6eb2b44d,Gas Station,43.66893,-79.738164
730,Shell Car Wash,5c054216b77c77002c09f3b0,Car Wash,43.622384,-79.603437
731,Petro-Pass Truck Stop,4da112117ccc816e7a554b7b,Gas Station,43.681118,-79.683079
732,24 Hrs. Car Wash,4bee355da40fc9288d39830c,Car Wash,43.56559038824108,-79.63416517547822
733,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
734,Popular Car Wash & Detailing - Free Vacuums,4ef5036b754ac34454590eb8,Car Wash,43.713492,-79.5824237
735,Super Wash (Petro Canada),51c8da79498e432886f7e1d2,Car Wash,43.57326367726666,-79.6581183894915
736,Superglide Carwash,52f640e3498e00dec25eeb6b,Car Wash,43.6365966796875,-79.71487426757812
737,GTA Pressure Cleaning & Restoration,50ad3e55e4b08e127b417964,Car Wash,43.666620678507925,-79.67120800013844
738,auto salon,4f45220fe4b09357802dd6fe,Car Wash,43.647588343453705,-79.7077205599376
739,Ovation Car Wash,4fa7423fe4b0e7038ca31501,Car Wash,43.587889628610654,-79.64116155375625
740,Kingsmere Car Wash,51a25400498e9de81dcb4b39,Car Wash,43.562043738611415,-79.63725768547404
741,Petro Car Wash,4dd80b83e4cd37c893bb6539,Car Wash,43.626756,-79.630059
742,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
743,Valet Car Wash,51a3898c498e796163a60cf3,Car Wash,43.58897660073301,-79.5924717549748
744,Circle K,5a9c55b626659b1ccd6f644c,Car Wash,43.625699,-79.679401
745,Superwash,51e409bd498ec9be3bf621cd,Car Wash,43.57969665527344,-79.65270233154297
746,Greenage Car Wash,50e74f64e4b0531acf5b1715,Car Wash,43.6965441346506,-79.63124802988281
747,24 Hrs. Car Wash,5341a406498e89a4e2f3c775,Car Wash,43.58659531155124,-79.54879978829246
748,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
749,Soap &  Suds,5751c9aa498e15594b182d99,Car Wash,43.591938,-79.6357
750,Esso Touchless Car Wash,52ffa137498e9ccff8cb1526,Car Wash,43.62392584986219,-79.5156655639394
751,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
752,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
753,Mississauga Kar Kare,4b51d59cf964a5204f5727e3,Automotive Shop,43.58872478168298,-79.59275153019107
754,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
755,Original Six Car Wash,4d56ddd6fb65236a88390bb4,Car Wash,43.60329569884899,-79.51892682188588
756,Victory Car Wash,4f9176d1e4b0277c98c2d860,Car Wash,43.66281383939036,-79.73096401357355
757,Esso Self Service Car Wash,4da083e5e8a6721eef6c39a5,Car Wash,43.60113400909023,-79.63339203141408
758,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
759,Shell Car Wash,56f4179e498e93a5ec6c1127,Car Wash,43.619519,-79.66876
760,24/7 Galloway Car Wash,55008a13498e43c314c23e9c,Car Wash,43.76096,-79.194511
761,Petro-Canada,4ddb992bd4c009d3c58b7857,Gas Station,43.793968,-79.239585
762,Petro-Canada,4d3f1dc83ec9a35df6916081,Gas Station,43.775024,-79.333001
763,Petro-Canada,4b9fa7def964a5201d3237e3,Gas Station,43.782892,-79.288497
764,Petro-Canada,4b940518f964a520dc6134e3,Gas Station,43.800817,-79.296738
765,Petro-Canada,4c02cd35f56c2d7fe6fa1b66,Gas Station,43.725905,-79.296675
766,Petro-Canada,4c361e9118e72d7fca4714f5,Gas Station,43.75795,-79.315187
767,Petro-Pass Truck Stop,5a9d956dc9f90707b4aa129a,Gas Station,43.834051,-79.076913
768,Canadian Tire Gas+,4c4229deff711b8d401f1305,Gas Station,43.852116,-79.255465
769,Canadian Tire Gas+,4edeb3d5b8f76b6e9cd76f27,Gas Station,43.78998337938359,-79.2596018621999
770,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
771,Petro-Canada,4c3fb24ace54e21ee181081a,Gas Station,43.782135,-79.234784
772,Esso,4c210f28ebe52d7ffa983178,Gas Station,43.6911309461129,-79.28799150210405
773,Canadian Tire Gas+,4bf46bcde5eba593baa61f90,Gas Station,43.735243,-79.253597
774,Midland Car Wash & Detailing,4f391a0fe4b0a1f1988c3ee2,Car Wash,43.75558,-79.26655
775,Esso,530b8afc498e31ec5d20597f,Gas Station,43.7312,-79.288
776,Professional Interior & Exterior Detailing,4fff05aee4b00c7849be0e7d,Car Wash,43.776852,-79.250694
777,Hybrid Auto Cleaning Service,50a508d3e4b0d190c5f1a474,Car Wash,43.771875,-79.262074
778,Robs Complete Car Care,4fd269d9e4b0b31b840a96c9,Car Wash,43.76318477450299,-79.27700589337387
779,Scarwash Auto Detailing,504a1695e4b0dd0b0d8192d1,Car Wash,43.764826,-79.285895
780,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
781,Avenue Car & Truck Rentals,5162d00ae4b0d7d62e65c265,Car Wash,43.757928,-79.276076
782,Pete's Car Wash,4e5fc9481838d10f59518c6e,Car Wash,43.79928380631836,-79.14391458034514
783,Super Wash Touchfree,53027b6a498e8287b7f9cd35,Car Wash,43.848374408849594,-79.28104620008571
784,Colonial car wash,4caf3dd439458cfabdbdf89f,Car Wash,43.73258796319562,-79.26909541468808
785,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
786,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
787,Shell,4f1c5e8fe4b064e65cf513f0,Gas Station,43.688015437548245,-79.2837529014047
788,EE Auto Group,5b1aa51b1fa763002cf54662,Car Wash,43.757644,-79.275789
789,Super Wash,59a587b5d0a14947110b090d,Car Wash,43.85183,-79.253349
790,Super Wash - PetroCanada,59c724272079556b58069945,Car Wash,43.78601,-79.1942
791,High Octane Car Wash,51850098498ed380ad272e52,Car Wash,43.7822984939488,-79.23517793466718
792,Shell Car Wash,56f8173b498e96912b7e2e54,Car Wash,43.818002,-79.303592
793,Traditions Auto Service - Coin-Op Carwash,5c843fd486bc49003902b312,Car Wash,43.697437,-79.27556
794,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
795,Esso  Touchless Car Wash,5144fb20e4b0dfd2d17f542e,Car Wash,43.83491897583008,-79.25656127929688
796,Shell,4f1c5e8fe4b064e65cf513f0,Gas Station,43.688015437548245,-79.2837529014047
797,Canadian Tire Gas+,4db48b6f4df05e5aaae21a1f,Gas Station,43.77052621408672,-79.37312571119537
798,Petro-Canada,4d3f1dc83ec9a35df6916081,Gas Station,43.775024,-79.333001
799,Nanak Car Wash,4e6aba30091a37e2ddc64131,Car Wash,43.770153889272954,-79.36979036590805
800,Petro-Canada,4c361e9118e72d7fca4714f5,Gas Station,43.75795,-79.315187
801,Petro-Canada,4c02cd35f56c2d7fe6fa1b66,Gas Station,43.725905,-79.296675
802,Mr. Shine Car Wash,5a9392c448b04e6e4c60239b,Car Wash,43.687534,-79.30598
803,Parkway Car Wash,4c76fa5ff24737044cc464eb,Car Wash,43.77512962143206,-79.3389343948576
804,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
805,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
806,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
807,Canadian Tire Gas+,4bf46bcde5eba593baa61f90,Gas Station,43.735243,-79.253597
808,Midland Car Wash & Detailing,4f391a0fe4b0a1f1988c3ee2,Car Wash,43.75558,-79.26655
809,Esso,530b8afc498e31ec5d20597f,Gas Station,43.7312,-79.288
810,Circle K Carwash,5ad924cfc666666ab5c22510,Car Wash,43.775458,-79.347965
811,Parkway Car Was,4f5a70fce4b0300585a66f14,Car Wash,43.77460023433525,-79.33809824346469
812,Professional Interior & Exterior Detailing,4fff05aee4b00c7849be0e7d,Car Wash,43.776852,-79.250694
813,Robs Complete Car Care,4fd269d9e4b0b31b840a96c9,Car Wash,43.76318477450299,-79.27700589337387
814,Hybrid Auto Cleaning Service,50a508d3e4b0d190c5f1a474,Car Wash,43.771875,-79.262074
815,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
816,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
817,Coin Op Carwash,5132672fe4b054cc6df01ed6,Car Wash,43.633799551283424,-79.3980015268763
818,Nahwi Car Care,52bf4925498eada038b5640b,Car Wash,43.64301742643359,-79.37766965665584
819,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
820,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
821,Scarwash Auto Detailing,504a1695e4b0dd0b0d8192d1,Car Wash,43.764826,-79.285895
822,Colonial car wash,4caf3dd439458cfabdbdf89f,Car Wash,43.73258796319562,-79.26909541468808
823,The Beaches Coin-Op Carwash,4b942458f964a520dd6a34e3,Car Wash,43.667473,-79.313174
824,Esso,4c210f28ebe52d7ffa983178,Gas Station,43.6911309461129,-79.28799150210405
825,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
826,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
827,Richmond Hand Car Wash & Detailing,5d5ed8c63c6e63000740edb6,Car Wash,43.649427,-79.392417
828,Anna Car Wash,5aa94d0f8173cb153e8e92e0,Car Wash,43.671927,-79.385537
829,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
830,U-Haul Neighborhood Dealer,590364670123587260a3cf71,Car Wash,43.652317,-79.402084
831,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
832,Shell Car Wash,5a8f410a47f8761262a97865,Car Wash,43.665685,-79.383914
833,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
834,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
835,Traditions Auto Service - Coin-Op Carwash,5c843fd486bc49003902b312,Car Wash,43.697437,-79.27556
836,Parkview Hills Car Spa,4ba3c241f964a520335c38e3,Automotive Shop,43.705025414827276,-79.31332474283943
837,Avenue Car & Truck Rentals,5162d00ae4b0d7d62e65c265,Car Wash,43.757928,-79.276076
838,Nahwi Car Care,52bf4925498eada038b5640b,Car Wash,43.64301742643359,-79.37766965665584
839,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
840,Mr. Shine Car Wash,5a9392c448b04e6e4c60239b,Car Wash,43.687534,-79.30598
841,Petro-Canada,4d1e0a25dd6a236aad1b2338,Gas Station,43.63635388508989,-79.47546326286736
842,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
843,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
844,Canadian Tire Gas+,4eafdc899a521bacdb725f1d,Gas Station,43.700508950663526,-79.45161374468023
845,0098 Optimum Car Care,56872f58498e36861fd7da29,Car Wash,43.7344798,-79.44647570000001
846,Petro-Canada,4c02cd35f56c2d7fe6fa1b66,Gas Station,43.725905,-79.296675
847,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
848,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
849,Petro-Canada,5831e764dc33297bf0c0f6d5,Car Wash,43.6689425842313,-79.48336958885193
850,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
851,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
852,The Beaches Coin-Op Carwash,4b942458f964a520dd6a34e3,Car Wash,43.667473,-79.313174
853,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
854,Richmond Hand Car Wash & Detailing,5d5ed8c63c6e63000740edb6,Car Wash,43.649427,-79.392417
855,Silver Star Car Wash,4c1155b26e5dc9b639ecaf2d,Car Wash,43.70931545540021,-79.45376678691572
856,Shell,4f1c5e8fe4b064e65cf513f0,Gas Station,43.688015437548245,-79.2837529014047
857,Anna Car Wash,5aa94d0f8173cb153e8e92e0,Car Wash,43.671927,-79.385537
858,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
859,Shell Car Wash,5a8f410a47f8761262a97865,Car Wash,43.665685,-79.383914
860,Parkview Hills Car Spa,4ba3c241f964a520335c38e3,Automotive Shop,43.705025414827276,-79.31332474283943
861,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
862,OLCO Queensway Carwash,4b5f6524f964a520d8b729e3,Car Wash,43.624258900077564,-79.5109224242214
863,U-Haul Neighborhood Dealer,590364670123587260a3cf71,Car Wash,43.652317,-79.402084
864,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
865,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
866,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
867,Crosstown Car Wash,4b6dc1dff964a520f28c2ce3,Car Wash,43.665357074054704,-79.47623491287231
868,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
869,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
870,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
871,Traditions Auto Service - Coin-Op Carwash,5c843fd486bc49003902b312,Car Wash,43.697437,-79.27556
872,Esso,4c210f28ebe52d7ffa983178,Gas Station,43.6911309461129,-79.28799150210405
873,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
874,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
875,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
876,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
877,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
878,Bizzy Boy Auto Detailers,518bca45498e1c05ba913df4,Car Wash,43.69964,-79.472484
879,Coin Op Carwash,5132672fe4b054cc6df01ed6,Car Wash,43.633799551283424,-79.3980015268763
880,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
881,Coin Op Car Wash,4d7d16fd5a396dcb65d781fb,Car Wash,43.70349107534574,-79.45147638779915
882,Petro-Canada,4e2312721495f18f035e5e05,Gas Station,43.660205,-79.51294
883,Petro-Canada,4d0cee3c257d6dcb5eed9867,Gas Station,43.719201,-79.603167
884,Petro-Canada,4bc20ef62a89ef3b9121f388,Gas Station,43.690516,-79.574127
885,Nanak Car Wash,4e6aba30091a37e2ddc64131,Car Wash,43.770153889272954,-79.36979036590805
886,Petro-Canada,4cc89a5cd54fa1cdde933229,Gas Station,43.705891,-79.487841
887,Canadian Tire Gas+,4db48b6f4df05e5aaae21a1f,Gas Station,43.77052621408672,-79.37312571119537
888,Petro-Pass Truck Stop,57f799f2498ecadc383b59c9,Gas Station,43.759525,-79.489949
889,Sparkle Kleen Car Wash,55a80bdd498ed75377125d41,Car Wash,43.632926,-79.543317
890,Upscale Car Detailing Service,4ffef9438302e63b3273dd76,Car Wash,43.64529724280223,-79.56533874760432
891,Canadian Tire Gas+,4c4685ab19fde21ea3c70576,Gas Station,43.67283952465455,-79.387527707766
892,Petro-Canada,4d1e0a25dd6a236aad1b2338,Gas Station,43.63635388508989,-79.47546326286736
893,Mr Shine,517bd64b498e8b8341545f1c,Car Wash,43.76860601720719,-79.3862966772419
894,Esso,4baba429f964a520fabb3ae3,Gas Station,43.722746514447074,-79.33895830284276
895,Esso,4bda3aca3904a593a7ca459e,Gas Station,43.768180407754336,-79.46737834757252
896,0098 Optimum Car Care,56872f58498e36861fd7da29,Car Wash,43.7344798,-79.44647570000001
897,Petro-Canada,4d222c352eb1f04d2e0dfec1,Gas Station,43.680812,-79.475829
898,Popular Car Wash & Detailing - Free Vacuums,4ef5036b754ac34454590eb8,Car Wash,43.713492,-79.5824237
899,AAA AUTO SPA MOBILE CAR DETAILING,57c5d5ce498ec95b54afa201,Car Wash,43.78059136684751,-79.48710322380066
900,Speedy Auto Service,4e56517ba809ca773dfe755e,Automotive Shop,43.63114627999663,-79.54612688068397
901,Auto Groom (3rd Floor OMP Parking),4f3e52c1e4b0eebf130e4920,Car Wash,43.66974146549747,-79.37936873192209
902,Mr. Shine Express Carwash,52fa273d498ed082ca71ee30,Car Wash,43.65183639526367,-79.3823471069336
903,Nahwi Car Care,52bf4925498eada038b5640b,Car Wash,43.64301742643359,-79.37766965665584
904,Star Steam,510be4dae4b0b0ec5e4f6a33,Car Wash,43.784163,-79.477228
905,Rambo - The Car Cleaning Experts,4fc8f99ae4b032a186903686,Car Wash,43.755837,-79.437241
906,SteamJet Auto Cleaning,50ad42d0e4b013e1bd4d3db8,Car Wash,43.64778705733645,-79.37802157124443
907,Ecomobile Auto Spa,51eead7a498ea99f321f6e54,Car Wash,43.743056,-79.527732
908,Junction Car Wash,5c2150b3ee7120002cf9cc28,Car Wash,43.665367,-79.476261
909,Steeles Car Wash,4f511a4be4b00ad2ab11bbc1,Car Wash,43.78252753120094,-79.48640786410006
910,Big Wax Car Wash,4db2feb71e7248d135820b3d,Car Wash,43.65107412592739,-79.36303530270054
911,Esso Touchless Car Wash,52ffa137498e9ccff8cb1526,Car Wash,43.62392584986219,-79.5156655639394
912,Keele Carwash Coin-Op,4f8d01d46b742e3bfcf42afc,Car Wash,43.7059027564556,-79.47715759277344
913,Esso Car Wash,51216e09e4b06dc366d29e30,Car Wash,43.654307701562175,-79.3377461774713
914,OLCO Queensway Carwash,4b5f6524f964a520d8b729e3,Car Wash,43.624258900077564,-79.5109224242214
915,Jet Kleen Car Wash,4dbc450a4b222080d38d1dad,Automotive Shop,43.67207115275437,-79.46749630955917
916,Esso Carwash,4fb0ec32e4b084c29a0d1fab,Car Wash,43.780479,-79.444064
917,Davinci Detailing Depot,4f3a809ae4b026b7f744bd0f,Car Wash,43.684188703955236,-79.48328366894417
918,Petro Canada Car Wash,58cc148514fb41604232c278,Car Wash,43.61696,-79.54616
919,Rambo Car Care,57ded17bcd10fe734c50b69b,Car Wash,43.762402,-79.410942
920,Petro-Canada Car Wash,5a9cab07065ef5259c21d9d1,Car Wash,43.63616,-79.475334
921,Wilson Car Wash,4ee503af722ea7b945b6db2d,Automotive Shop,43.715880448264286,-79.52642617501108
922,Cato's Auto Salon,52176f4b11d29f20100056b6,Car Wash,43.66999856149801,-79.39292722488099
923,Martino Bros. Car Wash,535279d6498eef77e3b94f72,Car Wash,43.6656,-79.4838
924,SuperWorks Car Wash,4c2b45412219c928df46a448,Car Wash,43.79271683595736,-79.4458280951307
925,Petro-Canada,4c3fb24ace54e21ee181081a,Gas Station,43.782135,-79.234784
926,Petro-Canada,4ddb992bd4c009d3c58b7857,Gas Station,43.793968,-79.239585
927,Petro-Canada,4d3f1dc83ec9a35df6916081,Gas Station,43.775024,-79.333001
928,Canadian Tire Gas+,4db48b6f4df05e5aaae21a1f,Gas Station,43.77052621408672,-79.37312571119537
929,Petro-Canada,4b9fa7def964a5201d3237e3,Gas Station,43.782892,-79.288497
930,Petro-Canada,4c02cd35f56c2d7fe6fa1b66,Gas Station,43.725905,-79.296675
931,Petro-Canada,4b940518f964a520dc6134e3,Gas Station,43.800817,-79.296738
932,Petro-Canada,4c361e9118e72d7fca4714f5,Gas Station,43.75795,-79.315187
933,Nanak Car Wash,4e6aba30091a37e2ddc64131,Car Wash,43.770153889272954,-79.36979036590805
934,Petro-Canada,4c1aab3ee9c4ef3bad7f45aa,Gas Station,43.819847,-79.326214
935,Canadian Tire Gas+,4c4229deff711b8d401f1305,Gas Station,43.852116,-79.255465
936,Canadian Tire Gas+,4c34cbd6213c2d7f1419395d,Gas Station,43.71963763889704,-79.30481662180023
937,Canadian Tire Gas+,4edeb3d5b8f76b6e9cd76f27,Gas Station,43.78998337938359,-79.2596018621999
938,PetroCan Touchless Car Wash,4fa16808e4b0ac13aec1a22f,Car Wash,43.87131478841214,-79.26691537410922
939,Shell,4b65ec0ef964a52082082be3,Gas Station,43.85665670605055,-79.30528163909912
940,Esso,4c210f28ebe52d7ffa983178,Gas Station,43.6911309461129,-79.28799150210405
941,Excellent Car Wash & Care Centre星皇汽車護理洗車中心,513cc96ae4b06a870749afaf,Car Wash,43.82012113295353,-79.33184337261223
942,Dragon Car Wash,4e218e2988774a43b76a9d10,Car Wash,43.82348995413391,-79.30572461010443
943,Canadian Tire Gas+,4bf46bcde5eba593baa61f90,Gas Station,43.735243,-79.253597
944,Esso,530b8afc498e31ec5d20597f,Gas Station,43.7312,-79.288
945,Circle K Carwash,5ad924cfc666666ab5c22510,Car Wash,43.775458,-79.347965
946,Parkway Car Wash,4c76fa5ff24737044cc464eb,Car Wash,43.77512962143206,-79.3389343948576
947,Scarwash Auto Detailing,504a1695e4b0dd0b0d8192d1,Car Wash,43.764826,-79.285895
948,Hybrid Auto Cleaning Service,50a508d3e4b0d190c5f1a474,Car Wash,43.771875,-79.262074
949,OP Carwash,4fa54edde4b09d4d4579d70b,Car Wash,43.71374314040043,-79.30630791914216
950,Parkway Car Was,4f5a70fce4b0300585a66f14,Car Wash,43.77460023433525,-79.33809824346469
951,Professional Interior & Exterior Detailing,4fff05aee4b00c7849be0e7d,Car Wash,43.776852,-79.250694
952,Superwash,52cda79211d2f946cc02518f,Car Wash,43.82248306274414,-79.32553100585938
953,Robs Complete Car Care,4fd269d9e4b0b31b840a96c9,Car Wash,43.76318477450299,-79.27700589337387
954,Esso  Touchless Car Wash,5144fb20e4b0dfd2d17f542e,Car Wash,43.83491897583008,-79.25656127929688
955,Avenue Car & Truck Rentals,5162d00ae4b0d7d62e65c265,Car Wash,43.757928,-79.276076
956,Jet Kleen,4b4a0abbf964a520c37826e3,Car Wash,43.7175938317509,-79.30539590991975
957,Colonial car wash,4caf3dd439458cfabdbdf89f,Car Wash,43.73258796319562,-79.26909541468808
958,Esso Touchless Car Wash,56633dfb498e22046a52543b,Car Wash,43.72566,-79.314586
959,Super Wash Touchfree,53027b6a498e8287b7f9cd35,Car Wash,43.848374408849594,-79.28104620008571
960,Shell,4f1c5e8fe4b064e65cf513f0,Gas Station,43.688015437548245,-79.2837529014047
961,Shell Car Wash,58cd95604bafb746486c93cc,Car Wash,43.792618,-79.33056
962,Shell Car Wash,56f8173b498e96912b7e2e54,Car Wash,43.818002,-79.303592
963,Super Wash - PetroCanada,59c724272079556b58069945,Car Wash,43.78601,-79.1942
964,Petro-Canada Touchless Carwash,520fa63811d232287e513570,Car Wash,43.817413330078125,-79.33455657958984
965,High Octane Car Wash,51850098498ed380ad272e52,Car Wash,43.7822984939488,-79.23517793466718
966,Traditions Auto Service - Coin-Op Carwash,5c843fd486bc49003902b312,Car Wash,43.697437,-79.27556
967,PetroCanada Car Wash,56e16e5a498ebcd3b86aed5c,Car Wash,43.72597697105767,-79.29756890764523
